Datetime,Open,High,Low,Close,Adj Close,Volume
2021-04-05 09:30:00-04:00,95.69999694824219,95.69999694824219,95.69999694824219,95.69999694824219,95.69999694824219,8362
2021-04-05 09:31:00-04:00,95.41000366210938,95.73999786376953,95.41000366210938,95.73999786376953,95.73999786376953,1368
2021-04-05 09:32:00-04:00,95.7300033569336,96.0,95.7300033569336,96.0,96.0,1451
2021-04-05 09:33:00-04:00,96.16999816894531,96.19999694824219,96.08499908447266,96.19999694824219,96.19999694824219,1146
2021-04-05 09:34:00-04:00,96.44860076904297,96.44860076904297,96.44860076904297,96.44860076904297,96.44860076904297,447
2021-04-05 09:36:00-04:00,96.26000213623047,96.26000213623047,95.77999877929688,95.77999877929688,95.77999877929688,2421
2021-04-05 09:37:00-04:00,95.8499984741211,95.93299865722656,95.80000305175781,95.87000274658203,95.87000274658203,897
2021-04-05 09:38:00-04:00,95.81500244140625,95.93000030517578,95.73390197753906,95.9000015258789,95.9000015258789,1038
2021-04-05 09:39:00-04:00,95.875,95.875,95.69999694824219,95.80750274658203,95.80750274658203,720
2021-04-05 09:40:00-04:00,95.69000244140625,95.9677963256836,95.69000244140625,95.81500244140625,95.81500244140625,1990
2021-04-05 09:41:00-04:00,95.81999969482422,95.81999969482422,95.81999969482422,95.81999969482422,95.81999969482422,144
2021-04-05 09:43:00-04:00,96.0,96.0,95.91999816894531,96.0,96.0,406
2021-04-05 09:45:00-04:00,96.23999786376953,96.23999786376953,96.23999786376953,96.23999786376953,96.23999786376953,164
2021-04-05 09:46:00-04:00,96.13349914550781,96.13349914550781,95.875,95.97000122070312,95.97000122070312,2790
2021-04-05 09:47:00-04:00,95.87000274658203,95.88999938964844,95.83000183105469,95.83000183105469,95.83000183105469,1113
2021-04-05 09:48:00-04:00,95.86000061035156,95.86000061035156,95.52999877929688,95.54000091552734,95.54000091552734,1832
2021-04-05 09:49:00-04:00,95.55999755859375,95.55999755859375,95.55999755859375,95.55999755859375,95.55999755859375,110
2021-04-05 09:50:00-04:00,95.54000091552734,95.54000091552734,95.20999908447266,95.38999938964844,95.38999938964844,3276
2021-04-05 09:51:00-04:00,95.47109985351562,95.47109985351562,95.38999938964844,95.38999938964844,95.38999938964844,444
