Datetime,Open,High,Low,Close,Adj Close,Volume
2021-04-05 10:31:00-04:00,142.9250030517578,143.10000610351562,142.9250030517578,143.0800018310547,143.0800018310547,8941
2021-04-05 10:32:00-04:00,143.07000732421875,143.14999389648438,143.05999755859375,143.14999389648438,143.14999389648438,4795
2021-04-05 10:33:00-04:00,143.1699981689453,143.2100067138672,143.13999938964844,143.17999267578125,143.17999267578125,5992
2021-04-05 10:34:00-04:00,143.1699981689453,143.2100067138672,143.1699981689453,143.2050018310547,143.2050018310547,4798
2021-04-05 10:35:00-04:00,143.22000122070312,143.27000427246094,143.22000122070312,143.2550048828125,143.2550048828125,10936
2021-04-05 10:36:00-04:00,143.2100067138672,143.24000549316406,143.1999969482422,143.24000549316406,143.24000549316406,5703
2021-04-05 10:37:00-04:00,143.22999572753906,143.22999572753906,143.1199951171875,143.1199951171875,143.1199951171875,4937
2021-04-05 10:38:00-04:00,143.1300048828125,143.20359802246094,143.1300048828125,143.1750030517578,143.1750030517578,10380
2021-04-05 10:39:00-04:00,143.1750030517578,143.19000244140625,143.1300048828125,143.19000244140625,143.19000244140625,5533
2021-04-05 10:40:00-04:00,143.17999267578125,143.30499267578125,143.17999267578125,143.25999450683594,143.25999450683594,10277
2021-04-05 10:41:00-04:00,143.25999450683594,143.2899932861328,143.2100067138672,143.27000427246094,143.27000427246094,7184
2021-04-05 10:42:00-04:00,143.27000427246094,143.32000732421875,143.2635955810547,143.3000030517578,143.3000030517578,9772
2021-04-05 10:43:00-04:00,143.3300018310547,143.3300018310547,143.25,143.25,143.25,6050
2021-04-05 10:44:00-04:00,143.27999877929688,143.32000732421875,143.27000427246094,143.3000030517578,143.3000030517578,12071
2021-04-05 10:45:00-04:00,143.3000030517578,143.36000061035156,143.2899932861328,143.35000610351562,143.35000610351562,8519
2021-04-05 10:46:00-04:00,143.33999633789062,143.4199981689453,143.3350067138672,143.33999633789062,143.33999633789062,7915
2021-04-05 10:47:00-04:00,143.36000061035156,143.3800048828125,143.33999633789062,143.36000061035156,143.36000061035156,65873
2021-04-05 10:48:00-04:00,143.3699951171875,143.3800048828125,143.3300018310547,143.3699951171875,143.3699951171875,7483
2021-04-05 10:49:00-04:00,143.3699951171875,143.41000366210938,143.35000610351562,143.41000366210938,143.41000366210938,7874
2021-04-05 10:50:00-04:00,143.39999389648438,143.42999267578125,143.3800048828125,143.38999938964844,143.38999938964844,9738
2021-04-05 10:51:00-04:00,143.38999938964844,143.41000366210938,143.3699951171875,143.41000366210938,143.41000366210938,8806
2021-04-05 10:52:00-04:00,143.41000366210938,143.42999267578125,143.3699951171875,143.39999389648438,143.39999389648438,7120
2021-04-05 10:53:00-04:00,143.39999389648438,143.41000366210938,143.33999633789062,143.36000061035156,143.36000061035156,10863
2021-04-05 10:54:00-04:00,143.3699951171875,143.3800048828125,143.30999755859375,143.32000732421875,143.32000732421875,4467
2021-04-05 10:55:00-04:00,143.3000030517578,143.3000030517578,143.1699981689453,143.22999572753906,143.22999572753906,6662
